geoid,name,B08105A001,"B08105A001, Error",B08105A002,"B08105A002, Error",B08105A003,"B08105A003, Error",B08105A004,"B08105A004, Error",B08105A005,"B08105A005, Error",B08105A006,"B08105A006, Error",B08105A007,"B08105A007, Error"
14000US06037400603,"Census Tract 4006.03, Los Angeles, CA",1511,252,1264,247,143,75,22,19,31,37,36,31,15,16
14000US06037400604,"Census Tract 4006.04, Los Angeles, CA",1115,202,794,150,123,86,57,49,57,51,58,51,26,38
14000US06037400800,"Census Tract 4008, Los Angeles, CA",1844,222,913,154,83,50,36,32,692,211,29,28,91,51
14000US06037400900,"Census Tract 4009, Los Angeles, CA",1311,293,1030,237,67,48,104,74,24,22,17,20,69,52
14000US06037401001,"Census Tract 4010.01, Los Angeles, CA",1243,175,973,158,89,45,15,19,10,15,29,33,127,63
14000US06037401002,"Census Tract 4010.02, Los Angeles, CA",1252,227,996,193,169,114,9,16,9,15,20,22,49,46
14000US06037401101,"Census Tract 4011.01, Los Angeles, CA",1609,280,1172,276,211,134,17,24,131,108,16,26,62,56
14000US06037401102,"Census Tract 4011.02, Los Angeles, CA",1232,206,1029,189,72,45,25,32,42,31,36,44,28,32
14000US06037401201,"Census Tract 4012.01, Los Angeles, CA",1025,170,858,154,111,96,16,22,0,12,0,12,40,29
14000US06037401202,"Census Tract 4012.02, Los Angeles, CA",1412,213,1204,208,73,55,41,38,20,21,9,13,65,41
14000US06037401203,"Census Tract 4012.03, Los Angeles, CA",1702,276,1409,230,136,80,68,40,34,33,8,12,47,51
14000US06037401303,"Census Tract 4013.03, Los Angeles, CA",625,105,508,95,61,30,27,28,0,12,7,10,22,17
14000US06037401304,"Census Tract 4013.04, Los Angeles, CA",2114,327,1754,300,156,106,6,15,12,24,108,76,78,105
14000US06037401311,"Census Tract 4013.11, Los Angeles, CA",2251,255,1733,221,288,141,58,57,90,77,65,60,17,32
14000US06037401312,"Census Tract 4013.12, Los Angeles, CA",1777,243,1458,245,48,49,13,24,36,26,81,61,141,101
14000US06037401500,"Census Tract 4015, Los Angeles, CA",2087,240,1358,222,351,136,91,74,44,34,56,50,187,120
14000US06037401601,"Census Tract 4016.01, Los Angeles, CA",1570,280,1324,299,133,92,17,26,0,17,42,50,54,49
14000US06037401602,"Census Tract 4016.02, Los Angeles, CA",2082,201,1698,199,148,66,79,57,15,17,29,23,113,54
14000US06037401603,"Census Tract 4016.03, Los Angeles, CA",821,137,694,137,53,34,20,22,9,12,0,12,45,36
14000US06037401701,"Census Tract 4017.01, Los Angeles, CA",1498,211,1223,191,68,49,37,30,12,15,61,51,97,70
14000US06037401703,"Census Tract 4017.03, Los Angeles, CA",1077,257,984,244,22,20,26,25,0,12,31,42,14,17
14000US06037401704,"Census Tract 4017.04, Los Angeles, CA",1541,300,1196,250,165,106,35,23,16,18,92,76,37,46
14000US06037401800,"Census Tract 4018, Los Angeles, CA",2895,348,2306,325,178,126,26,32,78,58,130,99,177,74
14000US06037401901,"Census Tract 4019.01, Los Angeles, CA",938,171,136,51,58,31,30,27,551,146,30,21,133,63
14000US06037401902,"Census Tract 4019.02, Los Angeles, CA",1632,201,1085,158,84,66,46,53,203,111,56,59,158,85
14000US06037402001,"Census Tract 4020.01, Los Angeles, CA",1129,231,819,214,182,97,96,89,0,12,0,12,32,31
14000US06037402002,"Census Tract 4020.02, Los Angeles, CA",1175,192,873,184,34,38,20,23,59,51,81,62,108,58
14000US06037402101,"Census Tract 4021.01, Los Angeles, CA",960,271,805,253,95,71,8,18,8,18,11,17,33,48
14000US06037402102,"Census Tract 4021.02, Los Angeles, CA",1215,201,913,163,148,71,16,19,47,52,31,35,60,53
14000US06037402200,"Census Tract 4022, Los Angeles, CA",1597,370,1232,310,171,93,52,52,0,17,13,23,129,103
14000US06037402301,"Census Tract 4023.01, Los Angeles, CA",1111,232,826,160,251,133,20,17,0,17,0,17,14,18
14000US06037402303,"Census Tract 4023.03, Los Angeles, CA",990,244,672,156,274,130,13,21,0,12,26,42,5,9
14000US06037402304,"Census Tract 4023.04, Los Angeles, CA",731,184,441,129,188,74,16,14,28,22,31,40,27,34
14000US06037402402,"Census Tract 4024.02, Los Angeles, CA",1139,245,735,208,242,142,0,17,0,17,0,17,162,125
14000US06037402403,"Census Tract 4024.03, Los Angeles, CA",906,263,579,200,159,112,32,31,112,49,10,12,14,15
14000US06037402404,"Census Tract 4024.04, Los Angeles, CA",264,117,49,32,24,26,7,12,138,91,24,25,22,24
14000US06037402405,"Census Tract 4024.05, Los Angeles, CA",511,150,377,113,81,52,13,23,0,12,0,12,40,39
14000US06037402406,"Census Tract 4024.06, Los Angeles, CA",923,260,670,245,163,105,23,27,0,17,30,44,37,37
14000US06037402501,"Census Tract 4025.01, Los Angeles, CA",1225,227,934,198,163,86,44,41,25,30,26,32,33,31
14000US06037402502,"Census Tract 4025.02, Los Angeles, CA",1683,308,1369,304,239,117,14,22,19,29,9,16,33,34
14000US06037402600,"Census Tract 4026, Los Angeles, CA",1756,610,1314,451,263,174,15,24,38,62,56,57,70,75
14000US06037402702,"Census Tract 4027.02, Los Angeles, CA",1238,248,940,222,200,93,72,56,0,17,0,17,26,31
14000US06037402703,"Census Tract 4027.03, Los Angeles, CA",1018,188,751,147,109,74,50,32,15,21,37,49,56,50
14000US06037402705,"Census Tract 4027.05, Los Angeles, CA",691,164,541,122,113,68,11,12,7,11,10,14,9,11
14000US06037402706,"Census Tract 4027.06, Los Angeles, CA",1094,176,775,138,182,88,31,29,29,33,5,8,72,47
14000US06037402801,"Census Tract 4028.01, Los Angeles, CA",795,219,508,168,214,95,0,12,9,17,36,38,28,33
14000US06037402803,"Census Tract 4028.03, Los Angeles, CA",618,148,486,133,86,43,10,16,9,13,0,12,27,27
14000US06037402804,"Census Tract 4028.04, Los Angeles, CA",676,169,507,135,107,50,23,21,23,35,0,12,16,19
14000US06037402902,"Census Tract 4029.02, Los Angeles, CA",1272,245,907,192,207,103,5,9,44,42,62,56,47,43
14000US06037402903,"Census Tract 4029.03, Los Angeles, CA",1000,199,772,184,219,113,0,12,0,12,0,12,9,11
14000US06037402904,"Census Tract 4029.04, Los Angeles, CA",1175,194,835,141,292,105,33,30,0,12,9,12,6,8
14000US06037403000,"Census Tract 4030, Los Angeles, CA",1338,360,1140,341,154,102,20,23,0,17,0,17,24,31
14000US06037403200,"Census Tract 4032, Los Angeles, CA",24,39,0,12,0,12,24,39,0,12,0,12,0,12
14000US06037403303,"Census Tract 4033.03, Los Angeles, CA",326,107,254,85,39,25,8,12,14,15,5,8,6,9
14000US06037403304,"Census Tract 4033.04, Los Angeles, CA",441,107,343,116,30,26,14,16,0,17,0,17,54,47
14000US06037403305,"Census Tract 4033.05, Los Angeles, CA",213,92,147,69,26,30,14,18,0,12,6,10,20,18
14000US06037403312,"Census Tract 4033.12, Los Angeles, CA",885,203,844,194,14,17,0,12,9,14,0,12,18,24
14000US06037403316,"Census Tract 4033.16, Los Angeles, CA",1515,444,1326,403,151,104,0,17,0,17,10,15,28,35
14000US06037403317,"Census Tract 4033.17, Los Angeles, CA",1020,186,825,168,114,76,26,22,0,12,0,12,55,55
14000US06037403318,"Census Tract 4033.18, Los Angeles, CA",1638,186,1407,188,101,52,58,55,6,9,16,20,50,27
14000US06037403319,"Census Tract 4033.19, Los Angeles, CA",351,118,324,115,6,11,0,12,0,12,0,12,21,21
14000US06037403320,"Census Tract 4033.20, Los Angeles, CA",588,236,416,159,104,138,5,9,1,2,8,12,54,58
14000US06037403321,"Census Tract 4033.21, Los Angeles, CA",976,196,849,178,27,32,31,27,0,17,21,22,48,49
14000US06037403322,"Census Tract 4033.22, Los Angeles, CA",667,174,531,171,28,25,50,58,0,12,34,39,24,28
14000US06037403323,"Census Tract 4033.23, Los Angeles, CA",503,134,409,118,45,34,43,50,0,17,0,17,6,10
14000US06037403324,"Census Tract 4033.24, Los Angeles, CA",518,196,420,168,16,27,20,31,0,17,0,17,62,62
14000US06037403325,"Census Tract 4033.25, Los Angeles, CA",763,218,685,208,49,38,6,10,8,13,0,17,15,22
14000US06037403401,"Census Tract 4034.01, Los Angeles, CA",715,290,669,291,35,41,0,17,0,17,0,17,11,18
14000US06037403402,"Census Tract 4034.02, Los Angeles, CA",325,97,259,80,10,11,4,6,1,2,30,47,21,25
14000US06037403403,"Census Tract 4034.03, Los Angeles, CA",283,116,252,112,7,10,0,17,0,17,0,17,24,22
14000US06037403404,"Census Tract 4034.04, Los Angeles, CA",220,54,171,50,24,23,0,12,6,10,0,12,19,18
14000US06037403405,"Census Tract 4034.05, Los Angeles, CA",241,67,156,51,24,20,10,15,0,12,12,17,39,24
14000US06037403406,"Census Tract 4034.06, Los Angeles, CA",475,131,393,103,18,20,7,10,0,12,0,12,57,43
14000US06037403407,"Census Tract 4034.07, Los Angeles, CA",154,65,142,66,0,12,6,9,0,12,6,9,0,12
14000US06037403408,"Census Tract 4034.08, Los Angeles, CA",536,174,421,156,26,30,4,9,0,17,0,17,85,55
14000US06037403500,"Census Tract 4035, Los Angeles, CA",332,98,233,65,40,55,30,30,0,12,0,12,29,23
14000US06037403600,"Census Tract 4036, Los Angeles, CA",1626,529,1304,338,218,206,57,90,0,17,0,17,47,45
14000US06037403702,"Census Tract 4037.02, Los Angeles, CA",937,208,680,178,182,144,0,12,0,12,0,12,75,60
14000US06037403703,"Census Tract 4037.03, Los Angeles, CA",1156,244,913,205,111,83,36,31,23,24,13,20,60,59
14000US06037403721,"Census Tract 4037.21, Los Angeles, CA",1187,200,995,181,40,35,44,27,13,16,28,36,67,42
14000US06037403722,"Census Tract 4037.22, Los Angeles, CA",1260,280,973,201,162,97,116,63,0,17,0,17,9,14
14000US06037403801,"Census Tract 4038.01, Los Angeles, CA",1414,258,1180,236,73,62,68,36,0,17,39,51,54,33
14000US06037403802,"Census Tract 4038.02, Los Angeles, CA",1614,226,1224,189,194,85,84,59,10,16,90,69,12,14
14000US06037403901,"Census Tract 4039.01, Los Angeles, CA",1134,168,910,169,166,78,19,16,8,11,13,13,18,16
14000US06037403902,"Census Tract 4039.02, Los Angeles, CA",1636,194,1337,202,127,63,57,45,39,46,15,17,61,42
14000US06037404000,"Census Tract 4040, Los Angeles, CA",1213,296,996,269,42,38,46,56,20,23,4,11,105,60
14000US06037404100,"Census Tract 4041, Los Angeles, CA",1362,414,1088,338,154,95,20,22,15,26,62,62,23,28
14000US06037404201,"Census Tract 4042.01, Los Angeles, CA",851,227,581,181,165,101,18,25,24,19,56,48,7,12
14000US06037404202,"Census Tract 4042.02, Los Angeles, CA",995,203,676,128,27,22,36,27,235,100,21,28,0,12
14000US06037404301,"Census Tract 4043.01, Los Angeles, CA",1035,288,780,222,164,81,53,50,27,23,11,18,0,17
14000US06037404302,"Census Tract 4043.02, Los Angeles, CA",417,126,358,119,34,29,6,9,0,12,19,31,0,12
14000US06037404401,"Census Tract 4044.01, Los Angeles, CA",864,172,699,162,77,31,20,21,13,13,36,34,19,15
14000US06037404402,"Census Tract 4044.02, Los Angeles, CA",861,283,622,203,148,100,31,37,41,37,6,12,13,20
14000US06037404501,"Census Tract 4045.01, Los Angeles, CA",431,133,377,125,42,35,7,11,5,11,0,12,0,12
14000US06037404503,"Census Tract 4045.03, Los Angeles, CA",566,151,455,126,100,53,5,7,1,3,0,12,5,6
14000US06037404504,"Census Tract 4045.04, Los Angeles, CA",1074,249,720,202,201,138,27,28,61,58,25,24,40,43
14000US06037404600,"Census Tract 4046, Los Angeles, CA",386,66,296,54,48,20,0,12,29,27,13,11,0,12
14000US06037404701,"Census Tract 4047.01, Los Angeles, CA",929,272,601,186,255,147,63,56,0,17,0,17,10,15
14000US06037404702,"Census Tract 4047.02, Los Angeles, CA",999,337,711,251,134,92,90,68,18,29,16,26,30,39
14000US06037404703,"Census Tract 4047.03, Los Angeles, CA",655,174,470,144,114,66,40,35,6,10,7,11,18,19
14000US06037404801,"Census Tract 4048.01, Los Angeles, CA",1164,251,1042,234,60,45,42,44,0,17,20,23,0,17
14000US06037404802,"Census Tract 4048.02, Los Angeles, CA",754,254,520,201,120,88,0,12,64,69,19,24,31,35
14000US06037404803,"Census Tract 4048.03, Los Angeles, CA",318,97,207,81,39,32,4,7,18,29,6,10,44,43
14000US06037404901,"Census Tract 4049.01, Los Angeles, CA",1019,272,780,224,197,105,24,27,0,17,0,17,18,28
14000US06037404902,"Census Tract 4049.02, Los Angeles, CA",655,163,520,137,102,57,24,23,0,12,0,12,9,13
14000US06037404903,"Census Tract 4049.03, Los Angeles, CA",491,138,424,127,41,41,11,18,2,5,6,9,7,10
14000US06037405001,"Census Tract 4050.01, Los Angeles, CA",1287,351,933,296,295,140,42,39,12,19,0,17,5,9
14000US06037405002,"Census Tract 4050.02, Los Angeles, CA",309,115,252,95,42,39,15,17,0,12,0,12,0,12
14000US06037405101,"Census Tract 4051.01, Los Angeles, CA",665,282,493,217,137,97,22,29,0,17,0,17,13,19
14000US06037405102,"Census Tract 4051.02, Los Angeles, CA",614,226,489,214,90,61,24,28,11,19,0,12,0,12
14000US06037405201,"Census Tract 4052.01, Los Angeles, CA",829,255,677,248,59,59,41,62,20,30,0,12,32,33
14000US06037405202,"Census Tract 4052.02, Los Angeles, CA",910,318,452,175,335,150,51,73,20,25,39,61,13,22
14000US06037405203,"Census Tract 4052.03, Los Angeles, CA",637,181,486,143,128,104,6,9,0,12,0,12,17,26
14000US06037405301,"Census Tract 4053.01, Los Angeles, CA",487,172,386,161,71,73,11,18,0,12,0,12,19,20
14000US06037405302,"Census Tract 4053.02, Los Angeles, CA",900,253,810,251,44,31,17,21,13,16,0,17,16,18
14000US06037405400,"Census Tract 4054, Los Angeles, CA",1039,289,882,264,112,67,10,15,35,34,0,12,0,12
14000US06037405500,"Census Tract 4055, Los Angeles, CA",1393,251,1169,239,116,78,40,32,13,21,0,17,55,49
14000US06037405600,"Census Tract 4056, Los Angeles, CA",1211,236,1017,220,128,65,18,18,0,17,0,17,48,36
14000US06037405701,"Census Tract 4057.01, Los Angeles, CA",1181,240,1071,232,46,62,40,55,17,21,0,12,7,11
14000US06037405702,"Census Tract 4057.02, Los Angeles, CA",805,224,684,202,74,53,12,19,16,21,19,20,0,17
14000US06037405800,"Census Tract 4058, Los Angeles, CA",1348,323,1112,278,115,62,49,35,0,17,37,44,35,30
14000US06037405900,"Census Tract 4059, Los Angeles, CA",803,191,606,167,131,71,18,16,0,12,30,32,18,19
14000US06037406000,"Census Tract 4060, Los Angeles, CA",1392,268,1038,216,78,49,119,76,52,33,22,25,83,49
14000US06037406101,"Census Tract 4061.01, Los Angeles, CA",839,199,687,176,45,33,23,24,31,37,0,12,53,48
14000US06037406102,"Census Tract 4061.02, Los Angeles, CA",1538,291,1184,249,149,85,64,58,19,30,55,63,67,74
14000US06037406200,"Census Tract 4062, Los Angeles, CA",866,192,732,174,46,34,19,22,38,31,0,17,31,27
14000US06037406300,"Census Tract 4063, Los Angeles, CA",786,185,647,156,17,23,0,17,0,17,5,11,117,103
14000US06037406402,"Census Tract 4064.02, Los Angeles, CA",589,121,480,117,73,39,13,12,0,12,0,12,23,17
14000US06037406411,"Census Tract 4064.11, Los Angeles, CA",561,200,526,199,11,14,0,12,8,11,8,12,8,10
14000US06037406412,"Census Tract 4064.12, Los Angeles, CA",463,104,347,91,85,39,0,12,6,10,15,14,10,11
14000US06037406500,"Census Tract 4065, Los Angeles, CA",1044,240,834,218,140,70,35,32,0,17,23,25,12,18
14000US06037406601,"Census Tract 4066.01, Los Angeles, CA",1193,309,953,280,123,62,34,38,0,17,25,28,58,36
14000US06037406602,"Census Tract 4066.02, Los Angeles, CA",882,237,775,218,73,58,10,16,0,17,5,10,19,21
14000US06037406701,"Census Tract 4067.01, Los Angeles, CA",458,93,340,85,79,33,29,26,5,7,0,12,5,7
14000US06037406702,"Census Tract 4067.02, Los Angeles, CA",1026,251,731,221,121,68,23,21,17,17,30,28,104,54
14000US06037406800,"Census Tract 4068, Los Angeles, CA",632,206,582,199,18,31,0,12,23,26,0,12,9,14
14000US06037406901,"Census Tract 4069.01, Los Angeles, CA",658,218,513,179,59,50,61,60,0,12,9,14,16,19
14000US06037406902,"Census Tract 4069.02, Los Angeles, CA",461,126,416,119,24,25,12,13,9,11,0,12,0,12
14000US06037407001,"Census Tract 4070.01, Los Angeles, CA",941,273,771,254,135,81,21,24,10,17,0,17,4,9
14000US06037407002,"Census Tract 4070.02, Los Angeles, CA",643,174,539,150,54,32,15,15,14,21,4,7,17,16
14000US06037407101,"Census Tract 4071.01, Los Angeles, CA",919,240,562,179,219,127,57,61,2,6,30,32,49,46
14000US06037407102,"Census Tract 4071.02, Los Angeles, CA",579,218,387,154,98,66,11,17,27,41,9,14,47,46
14000US06037407200,"Census Tract 4072, Los Angeles, CA",1020,311,750,235,184,133,16,23,2,6,35,38,33,29
14000US06037407301,"Census Tract 4073.01, Los Angeles, CA",740,252,527,190,72,55,33,35,16,20,0,12,92,86
14000US06037407302,"Census Tract 4073.02, Los Angeles, CA",514,176,401,163,33,25,0,12,2,5,23,29,55,65
14000US06037407400,"Census Tract 4074, Los Angeles, CA",323,101,248,83,38,33,21,22,0,12,4,10,12,13
14000US06037407501,"Census Tract 4075.01, Los Angeles, CA",675,150,525,133,69,50,7,11,49,50,0,12,25,31
14000US06037407502,"Census Tract 4075.02, Los Angeles, CA",901,212,732,190,150,75,0,12,0,12,8,14,11,12
14000US06037407601,"Census Tract 4076.01, Los Angeles, CA",668,217,555,180,49,51,27,24,19,24,0,12,18,21
14000US06037407602,"Census Tract 4076.02, Los Angeles, CA",679,176,481,159,147,86,29,31,5,9,0,12,17,16
14000US06037407701,"Census Tract 4077.01, Los Angeles, CA",699,271,351,149,119,69,146,124,0,12,0,12,83,77
14000US06037407702,"Census Tract 4077.02, Los Angeles, CA",1114,300,875,252,103,66,33,35,36,43,23,35,44,40
14000US06037407801,"Census Tract 4078.01, Los Angeles, CA",960,297,786,233,108,87,27,44,0,17,12,20,27,26
14000US06037407802,"Census Tract 4078.02, Los Angeles, CA",945,227,696,184,148,64,65,50,0,12,12,13,24,25
14000US06037407900,"Census Tract 4079, Los Angeles, CA",1120,265,887,237,141,93,35,43,0,17,9,15,48,50
14000US06037408003,"Census Tract 4080.03, Los Angeles, CA",721,248,583,207,103,85,0,12,0,12,0,12,35,42
14000US06037408004,"Census Tract 4080.04, Los Angeles, CA",372,146,328,136,31,35,4,7,0,12,9,13,0,12
14000US06037408005,"Census Tract 4080.05, Los Angeles, CA",985,280,847,254,46,43,27,41,37,56,8,12,20,20
14000US06037408006,"Census Tract 4080.06, Los Angeles, CA",267,127,192,104,17,19,25,39,0,12,0,12,33,39
14000US06037408133,"Census Tract 4081.33, Los Angeles, CA",728,215,519,186,112,75,15,16,0,17,17,27,65,73
14000US06037408134,"Census Tract 4081.34, Los Angeles, CA",239,93,203,82,14,14,0,12,12,18,0,12,10,11
14000US06037408135,"Census Tract 4081.35, Los Angeles, CA",492,193,430,183,15,21,1,2,10,16,0,12,36,45
14000US06037408136,"Census Tract 4081.36, Los Angeles, CA",534,142,457,126,18,22,11,18,0,12,0,12,48,36
14000US06037408137,"Census Tract 4081.37, Los Angeles, CA",646,179,550,155,70,48,26,28,0,12,0,12,0,12
14000US06037408138,"Census Tract 4081.38, Los Angeles, CA",710,211,497,157,132,90,62,85,0,17,0,17,19,24
14000US06037408139,"Census Tract 4081.39, Los Angeles, CA",835,181,531,125,212,101,15,24,27,28,28,19,22,20
14000US06037408140,"Census Tract 4081.40, Los Angeles, CA",445,133,391,122,30,25,0,12,7,9,7,10,10,16
14000US06037408141,"Census Tract 4081.41, Los Angeles, CA",697,284,645,276,43,50,0,17,0,17,0,17,9,15
14000US06037408202,"Census Tract 4082.02, Los Angeles, CA",498,156,320,96,160,83,8,10,10,15,0,12,0,12
14000US06037408211,"Census Tract 4082.11, Los Angeles, CA",848,302,668,277,91,91,19,21,0,17,42,50,28,27
14000US06037408212,"Census Tract 4082.12, Los Angeles, CA",632,256,560,240,48,43,13,16,11,16,0,17,0,17
14000US06037408301,"Census Tract 4083.01, Los Angeles, CA",659,185,538,175,53,37,10,15,7,11,0,17,51,43
14000US06037408302,"Census Tract 4083.02, Los Angeles, CA",954,235,766,189,87,53,9,14,0,12,34,37,58,50
14000US06037408303,"Census Tract 4083.03, Los Angeles, CA",890,229,813,211,40,36,0,12,0,12,24,34,13,18
14000US06037408401,"Census Tract 4084.01, Los Angeles, CA",682,213,556,198,62,39,7,12,51,42,0,12,6,13
14000US06037408402,"Census Tract 4084.02, Los Angeles, CA",1506,299,1184,250,239,146,20,23,0,17,0,17,63,52
14000US06037408501,"Census Tract 4085.01, Los Angeles, CA",328,100,239,90,59,37,30,34,0,12,0,12,0,12
14000US06037408503,"Census Tract 4085.03, Los Angeles, CA",969,204,779,181,59,49,0,17,0,17,0,17,131,67
14000US06037408504,"Census Tract 4085.04, Los Angeles, CA",909,189,767,175,97,64,23,19,7,11,0,17,15,16
14000US06037408505,"Census Tract 4085.05, Los Angeles, CA",604,135,528,115,54,45,10,23,5,7,0,12,7,7
14000US06037408623,"Census Tract 4086.23, Los Angeles, CA",441,173,359,169,29,21,0,12,10,14,0,12,43,32
14000US06037408624,"Census Tract 4086.24, Los Angeles, CA",450,185,371,136,35,40,0,12,44,59,0,12,0,12
14000US06037408625,"Census Tract 4086.25, Los Angeles, CA",630,172,501,147,20,30,30,46,22,35,0,12,57,42
14000US06037408626,"Census Tract 4086.26, Los Angeles, CA",464,135,324,116,95,66,1,4,20,28,0,12,24,27
14000US06037408627,"Census Tract 4086.27, Los Angeles, CA",354,108,284,109,35,25,0,12,0,12,0,12,35,24
14000US06037408628,"Census Tract 4086.28, Los Angeles, CA",585,190,473,164,51,66,14,21,0,17,18,28,29,28
14000US06037408629,"Census Tract 4086.29, Los Angeles, CA",436,107,360,101,37,30,0,12,0,12,22,20,17,17
14000US06037408630,"Census Tract 4086.30, Los Angeles, CA",560,176,458,125,102,72,0,12,0,12,0,12,0,12
14000US06037408631,"Census Tract 4086.31, Los Angeles, CA",563,174,439,146,70,49,9,14,0,17,45,56,0,17
14000US06037408703,"Census Tract 4087.03, Los Angeles, CA",402,112,295,98,35,32,37,33,0,17,0,17,35,31
14000US06037408704,"Census Tract 4087.04, Los Angeles, CA",300,147,249,129,25,26,1,5,0,12,0,12,25,23
14000US06037408705,"Census Tract 4087.05, Los Angeles, CA",509,200,453,184,43,39,0,17,0,17,0,17,13,20
14000US06037408706,"Census Tract 4087.06, Los Angeles, CA",141,62,141,62,0,12,0,12,0,12,0,12,0,12
14000US06037408722,"Census Tract 4087.22, Los Angeles, CA",692,189,550,152,99,96,17,24,0,12,0,12,26,28
14000US06037408723,"Census Tract 4087.23, Los Angeles, CA",381,114,274,85,15,17,15,19,11,17,0,12,66,45
14000US06037408724,"Census Tract 4087.24, Los Angeles, CA",604,259,359,124,79,73,77,95,0,17,89,92,0,17
14000US06037408800,"Census Tract 4088, Los Angeles, CA",883,218,519,131,156,84,21,32,75,72,0,12,112,84
14000US06037430002,"Census Tract 4300.02, Los Angeles, CA",1672,272,1219,244,169,124,14,27,80,62,78,85,112,84
14000US06037430003,"Census Tract 4300.03, Los Angeles, CA",1594,232,1228,249,124,68,94,58,15,19,0,12,133,70
14000US06037430101,"Census Tract 4301.01, Los Angeles, CA",1322,306,1118,291,62,47,58,39,11,19,20,20,53,51
14000US06037430102,"Census Tract 4301.02, Los Angeles, CA",1002,297,767,230,97,51,17,28,38,37,42,47,41,45
14000US06037430200,"Census Tract 4302, Los Angeles, CA",265,75,193,67,23,19,3,5,0,12,3,5,43,25
14000US06037430301,"Census Tract 4303.01, Los Angeles, CA",1735,218,1350,179,188,78,45,30,0,12,34,29,118,62
14000US06037430302,"Census Tract 4303.02, Los Angeles, CA",2130,389,1531,370,172,121,39,42,15,24,20,32,353,173
14000US06037430400,"Census Tract 4304, Los Angeles, CA",942,217,723,188,121,76,0,12,10,15,0,12,88,64
14000US06037430501,"Census Tract 4305.01, Los Angeles, CA",1354,222,1177,199,58,39,22,24,9,16,8,13,80,58
14000US06037430502,"Census Tract 4305.02, Los Angeles, CA",3002,273,2558,271,80,57,42,38,0,17,22,52,300,155
14000US06037430600,"Census Tract 4306, Los Angeles, CA",630,149,485,129,55,54,0,12,6,9,0,12,84,53
14000US06037430701,"Census Tract 4307.01, Los Angeles, CA",802,203,671,190,34,32,9,14,0,17,0,17,88,61
14000US06037430721,"Census Tract 4307.21, Los Angeles, CA",434,149,330,134,17,20,10,17,5,9,0,12,72,65
14000US06037430723,"Census Tract 4307.23, Los Angeles, CA",694,181,624,176,12,18,19,21,12,18,0,12,27,26
14000US06037430724,"Census Tract 4307.24, Los Angeles, CA",545,171,447,163,0,12,8,14,9,15,41,34,40,32
14000US06037430801,"Census Tract 4308.01, Los Angeles, CA",840,275,771,269,23,39,16,26,0,17,0,17,30,46
14000US06037430802,"Census Tract 4308.02, Los Angeles, CA",316,146,302,142,14,23,0,12,0,12,0,12,0,12
14000US06037430803,"Census Tract 4308.03, Los Angeles, CA",672,193,560,174,75,68,0,17,0,17,0,17,37,29
14000US06037430901,"Census Tract 4309.01, Los Angeles, CA",1574,276,1116,224,141,83,111,65,67,54,0,12,139,99
14000US06037430902,"Census Tract 4309.02, Los Angeles, CA",1430,297,1177,272,94,59,28,27,0,12,106,117,25,25
14000US06037431001,"Census Tract 4310.01, Los Angeles, CA",2905,432,2390,438,124,86,81,71,100,79,96,100,114,87
14000US06037431002,"Census Tract 4310.02, Los Angeles, CA",1080,172,783,143,118,76,30,29,22,22,25,32,102,60
14000US06037431100,"Census Tract 4311, Los Angeles, CA",1842,389,1451,304,83,71,148,109,42,51,47,46,71,78
14000US06037431200,"Census Tract 4312, Los Angeles, CA",1588,372,1273,327,187,84,44,44,15,24,38,35,31,28
14000US06037431300,"Census Tract 4313, Los Angeles, CA",845,118,678,119,58,28,18,20,3,5,17,21,71,42
14000US06037431400,"Census Tract 4314, Los Angeles, CA",546,176,410,143,84,53,10,16,0,12,10,18,32,24
14000US06037431501,"Census Tract 4315.01, Los Angeles, CA",422,136,320,83,23,25,0,12,0,12,13,19,66,105
14000US06037431502,"Census Tract 4315.02, Los Angeles, CA",780,165,672,166,41,37,25,36,17,21,12,17,13,21
14000US06037431600,"Census Tract 4316, Los Angeles, CA",366,110,228,102,51,57,48,35,18,19,8,13,13,19
14000US06037431700,"Census Tract 4317, Los Angeles, CA",458,209,429,210,29,35,0,17,0,17,0,17,0,17
14000US06037431800,"Census Tract 4318, Los Angeles, CA",764,158,565,106,101,67,0,17,0,17,0,17,98,83
14000US06037431900,"Census Tract 4319, Los Angeles, CA",472,175,381,157,59,64,0,12,8,13,0,12,24,25
14000US06037432000,"Census Tract 4320, Los Angeles, CA",562,200,539,191,0,17,0,17,2,7,0,17,21,28
14000US06037432101,"Census Tract 4321.01, Los Angeles, CA",602,147,534,128,52,36,5,8,0,12,0,12,11,18
14000US06037432102,"Census Tract 4321.02, Los Angeles, CA",660,175,552,148,55,45,36,27,0,17,8,12,9,14
14000US06037432201,"Census Tract 4322.01, Los Angeles, CA",251,136,241,135,0,12,10,21,0,12,0,12,0,12
14000US06037432202,"Census Tract 4322.02, Los Angeles, CA",211,100,180,85,0,12,0,12,0,12,0,12,31,40
14000US06037432300,"Census Tract 4323, Los Angeles, CA",379,133,341,111,19,30,0,12,19,28,0,12,0,12
14000US06037432401,"Census Tract 4324.01, Los Angeles, CA",579,160,443,134,56,45,61,56,4,6,0,12,15,21
14000US06037432402,"Census Tract 4324.02, Los Angeles, CA",1028,267,795,238,124,81,76,66,0,17,0,17,33,41
14000US06037432500,"Census Tract 4325, Los Angeles, CA",1652,481,1196,391,280,155,31,43,0,17,0,17,145,94
