Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A14007_001,SE_A14007_002,SE_A14007_003,SE_A14007_004,SE_A14007_005,SE_A14007_006,SE_A14007_007,SE_A14007_008,SE_A14007_009,SE_A14007_010
"06037124105","14000US06037124105","Census Tract 1241.05","Census Tract 1241.05, Los Angeles County, California","ca","140","00","ACSSF","0004064",,,,,"06","037",,,,"124105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44177,42988,41250,,121797,,47083,,44500,43413
"06037124201","14000US06037124201","Census Tract 1242.01","Census Tract 1242.01, Los Angeles County, California","ca","140","00","ACSSF","0004065",,,,,"06","037",,,,"124201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52917,47399,,,41758,,90227,,61597,50917
"06037124203","14000US06037124203","Census Tract 1242.03","Census Tract 1242.03, Los Angeles County, California","ca","140","00","ACSSF","0004066",,,,,"06","037",,,,"124203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48750,51488,46528,,,,,33906,53141,49875
"06037124204","14000US06037124204","Census Tract 1242.04","Census Tract 1242.04, Los Angeles County, California","ca","140","00","ACSSF","0004067",,,,,"06","037",,,,"124204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48041,44573,9554,,49375,,59152,,47708,49224
"06037124300","14000US06037124300","Census Tract 1243","Census Tract 1243, Los Angeles County, California","ca","140","00","ACSSF","0004068",,,,,"06","037",,,,"124300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42643,43179,98792,,,,22619,,32969,52143
"06037124400","14000US06037124400","Census Tract 1244","Census Tract 1244, Los Angeles County, California","ca","140","00","ACSSF","0004069",,,,,"06","037",,,,"124400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75670,77054,,,,,58672,,64638,93684
"06037124500","14000US06037124500","Census Tract 1245","Census Tract 1245, Los Angeles County, California","ca","140","00","ACSSF","0004070",,,,,"06","037",,,,"124500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91667,102500,,,72344,,88542,36066,88792,120694
"06037124600","14000US06037124600","Census Tract 1246","Census Tract 1246, Los Angeles County, California","ca","140","00","ACSSF","0004071",,,,,"06","037",,,,"124600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71750,67039,,,160682,,,,37888,77411
"06037124700","14000US06037124700","Census Tract 1247","Census Tract 1247, Los Angeles County, California","ca","140","00","ACSSF","0004072",,,,,"06","037",,,,"124700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90795,89773,,,171000,,144211,,70425,97292
"06037124902","14000US06037124902","Census Tract 1249.02","Census Tract 1249.02, Los Angeles County, California","ca","140","00","ACSSF","0004073",,,,,"06","037",,,,"124902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34572,35744,30795,,,,26118,,29276,35744
"06037124903","14000US06037124903","Census Tract 1249.03","Census Tract 1249.03, Los Angeles County, California","ca","140","00","ACSSF","0004074",,,,,"06","037",,,,"124903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56223,56569,84405,,,,,,59571,55106
"06037125100","14000US06037125100","Census Tract 1251","Census Tract 1251, Los Angeles County, California","ca","140","00","ACSSF","0004075",,,,,"06","037",,,,"125100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66134,60366,,,121865,,,,32156,69324
"06037125200","14000US06037125200","Census Tract 1252","Census Tract 1252, Los Angeles County, California","ca","140","00","ACSSF","0004076",,,,,"06","037",,,,"125200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64219,72734,35708,,107414,,42216,,39837,74590
"06037125310","14000US06037125310","Census Tract 1253.10","Census Tract 1253.10, Los Angeles County, California","ca","140","00","ACSSF","0004077",,,,,"06","037",,,,"125310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53022,59669,30833,,,,53550,,51587,71447
"06037125320","14000US06037125320","Census Tract 1253.20","Census Tract 1253.20, Los Angeles County, California","ca","140","00","ACSSF","0004078",,,,,"06","037",,,,"125320",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34681,32794,,,105938,,28821,43636,29518,40690
"06037125401","14000US06037125401","Census Tract 1254.01","Census Tract 1254.01, Los Angeles County, California","ca","140","00","ACSSF","0004079",,,,,"06","037",,,,"125401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59824,58523,56652,,69821,,78068,98723,65321,61058
"06037125402","14000US06037125402","Census Tract 1254.02","Census Tract 1254.02, Los Angeles County, California","ca","140","00","ACSSF","0004080",,,,,"06","037",,,,"125402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66546,76094,,,79861,,26528,,47500,81000
"06037125501","14000US06037125501","Census Tract 1255.01","Census Tract 1255.01, Los Angeles County, California","ca","140","00","ACSSF","0004081",,,,,"06","037",,,,"125501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47227,45117,,,62500,,67875,43889,58079,45078
"06037125502","14000US06037125502","Census Tract 1255.02","Census Tract 1255.02, Los Angeles County, California","ca","140","00","ACSSF","0004082",,,,,"06","037",,,,"125502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65919,68527,21836,,90313,,2499,86179,42800,75094
"06037125600","14000US06037125600","Census Tract 1256","Census Tract 1256, Los Angeles County, California","ca","140","00","ACSSF","0004083",,,,,"06","037",,,,"125600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81357,79531,,,101711,,,95559,77813,80071
"06037127102","14000US06037127102","Census Tract 1271.02","Census Tract 1271.02, Los Angeles County, California","ca","140","00","ACSSF","0004084",,,,,"06","037",,,,"127102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43579,75472,213110,,31540,,41210,,43053,
"06037127103","14000US06037127103","Census Tract 1271.03","Census Tract 1271.03, Los Angeles County, California","ca","140","00","ACSSF","0004085",,,,,"06","037",,,,"127103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42477,40758,59091,,,,51630,39643,48400,40372
"06037127104","14000US06037127104","Census Tract 1271.04","Census Tract 1271.04, Los Angeles County, California","ca","140","00","ACSSF","0004086",,,,,"06","037",,,,"127104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39931,70281,,,,,33583,,35283,66250
"06037127210","14000US06037127210","Census Tract 1272.10","Census Tract 1272.10, Los Angeles County, California","ca","140","00","ACSSF","0004087",,,,,"06","037",,,,"127210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51658,52115,71635,,55647,,36970,60694,39306,53821
"06037127220","14000US06037127220","Census Tract 1272.20","Census Tract 1272.20, Los Angeles County, California","ca","140","00","ACSSF","0004088",,,,,"06","037",,,,"127220",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40665,38245,35481,,41000,,43830,,44386,25833
"06037127300","14000US06037127300","Census Tract 1273","Census Tract 1273, Los Angeles County, California","ca","140","00","ACSSF","0004089",,,,,"06","037",,,,"127300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53476,57083,,198472,68977,,38026,,38684,56310
"06037127400","14000US06037127400","Census Tract 1274","Census Tract 1274, Los Angeles County, California","ca","140","00","ACSSF","0004090",,,,,"06","037",,,,"127400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48193,46484,,,97083,,48542,29417,47869,46000
"06037127520","14000US06037127520","Census Tract 1275.20","Census Tract 1275.20, Los Angeles County, California","ca","140","00","ACSSF","0004091",,,,,"06","037",,,,"127520",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29842,18203,24444,,,,36685,,31771,14583
"06037127603","14000US06037127603","Census Tract 1276.03","Census Tract 1276.03, Los Angeles County, California","ca","140","00","ACSSF","0004092",,,,,"06","037",,,,"127603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40731,42955,,,76058,,37500,,36915,49750
"06037127604","14000US06037127604","Census Tract 1276.04","Census Tract 1276.04, Los Angeles County, California","ca","140","00","ACSSF","0004093",,,,,"06","037",,,,"127604",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41753,47593,46583,,,,41413,,40773,49583
"06037127605","14000US06037127605","Census Tract 1276.05","Census Tract 1276.05, Los Angeles County, California","ca","140","00","ACSSF","0004094",,,,,"06","037",,,,"127605",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41701,34531,24318,,57400,,43867,,40000,43313
"06037127606","14000US06037127606","Census Tract 1276.06","Census Tract 1276.06, Los Angeles County, California","ca","140","00","ACSSF","0004095",,,,,"06","037",,,,"127606",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62736,64571,53750,,64271,,47400,,61615,73750
"06037127711","14000US06037127711","Census Tract 1277.11","Census Tract 1277.11, Los Angeles County, California","ca","140","00","ACSSF","0004096",,,,,"06","037",,,,"127711",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63650,79267,,,,,43958,,39904,91108
"06037127712","14000US06037127712","Census Tract 1277.12","Census Tract 1277.12, Los Angeles County, California","ca","140","00","ACSSF","0004097",,,,,"06","037",,,,"127712",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39333,35980,57868,,49940,,39878,,40379,32396
"06037127803","14000US06037127803","Census Tract 1278.03","Census Tract 1278.03, Los Angeles County, California","ca","140","00","ACSSF","0004098",,,,,"06","037",,,,"127803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36269,29277,62396,,12195,,38080,63942,39688,28696
"06037127804","14000US06037127804","Census Tract 1278.04","Census Tract 1278.04, Los Angeles County, California","ca","140","00","ACSSF","0004099",,,,,"06","037",,,,"127804",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50564,48385,,,52000,,48750,103375,42261,53696
"06037127805","14000US06037127805","Census Tract 1278.05","Census Tract 1278.05, Los Angeles County, California","ca","140","00","ACSSF","0004100",,,,,"06","037",,,,"127805",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43135,49972,24396,,,,35603,,42619,73438
"06037127806","14000US06037127806","Census Tract 1278.06","Census Tract 1278.06, Los Angeles County, California","ca","140","00","ACSSF","0004101",,,,,"06","037",,,,"127806",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36633,30776,31705,,,,50714,,36607,31573
"06037127910","14000US06037127910","Census Tract 1279.10","Census Tract 1279.10, Los Angeles County, California","ca","140","00","ACSSF","0004102",,,,,"06","037",,,,"127910",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41083,42679,33207,,,,42292,,39630,44306
"06037127920","14000US06037127920","Census Tract 1279.20","Census Tract 1279.20, Los Angeles County, California","ca","140","00","ACSSF","0004103",,,,,"06","037",,,,"127920",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54038,57736,,,107500,,43417,,45054,58125
"06037128101","14000US06037128101","Census Tract 1281.01","Census Tract 1281.01, Los Angeles County, California","ca","140","00","ACSSF","0004104",,,,,"06","037",,,,"128101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57313,60403,,,75536,,33177,73929,39286,61417
"06037128102","14000US06037128102","Census Tract 1281.02","Census Tract 1281.02, Los Angeles County, California","ca","140","00","ACSSF","0004105",,,,,"06","037",,,,"128102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45517,41455,,,56793,,46767,,41719,48047
"06037128210","14000US06037128210","Census Tract 1282.10","Census Tract 1282.10, Los Angeles County, California","ca","140","00","ACSSF","0004106",,,,,"06","037",,,,"128210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31223,29569,,,35066,,27429,63036,29231,40368
"06037128220","14000US06037128220","Census Tract 1282.20","Census Tract 1282.20, Los Angeles County, California","ca","140","00","ACSSF","0004107",,,,,"06","037",,,,"128220",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38910,43571,,,28636,,19950,,38092,45789
"06037128302","14000US06037128302","Census Tract 1283.02","Census Tract 1283.02, Los Angeles County, California","ca","140","00","ACSSF","0004108",,,,,"06","037",,,,"128302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45508,40767,,,77946,,52716,,41307,45982
"06037128303","14000US06037128303","Census Tract 1283.03","Census Tract 1283.03, Los Angeles County, California","ca","140","00","ACSSF","0004109",,,,,"06","037",,,,"128303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38243,40738,51304,,19394,,36484,,31217,42768
"06037128400","14000US06037128400","Census Tract 1284","Census Tract 1284, Los Angeles County, California","ca","140","00","ACSSF","0004110",,,,,"06","037",,,,"128400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75000,90000,,,,,44511,184219,48274,97963
"06037128500","14000US06037128500","Census Tract 1285","Census Tract 1285, Los Angeles County, California","ca","140","00","ACSSF","0004111",,,,,"06","037",,,,"128500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64676,69740,51463,,85208,,,56875,,70898
"06037128601","14000US06037128601","Census Tract 1286.01","Census Tract 1286.01, Los Angeles County, California","ca","140","00","ACSSF","0004112",,,,,"06","037",,,,"128601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44963,42435,,,106927,,63952,,45337,42631
"06037128602","14000US06037128602","Census Tract 1286.02","Census Tract 1286.02, Los Angeles County, California","ca","140","00","ACSSF","0004113",,,,,"06","037",,,,"128602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85670,99342,,,87625,,,,,111053
"06037128702","14000US06037128702","Census Tract 1287.02","Census Tract 1287.02, Los Angeles County, California","ca","140","00","ACSSF","0004114",,,,,"06","037",,,,"128702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74120,70612,52163,,169137,,,250001,48750,72500
"06037128801","14000US06037128801","Census Tract 1288.01","Census Tract 1288.01, Los Angeles County, California","ca","140","00","ACSSF","0004115",,,,,"06","037",,,,"128801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61821,63071,43059,,105147,,82667,12250,61991,64103
"06037128802","14000US06037128802","Census Tract 1288.02","Census Tract 1288.02, Los Angeles County, California","ca","140","00","ACSSF","0004116",,,,,"06","037",,,,"128802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88375,94578,78281,,58824,,,83382,85975,96250
"06037128910","14000US06037128910","Census Tract 1289.10","Census Tract 1289.10, Los Angeles County, California","ca","140","00","ACSSF","0004117",,,,,"06","037",,,,"128910",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91161,90804,38705,,130714,,,108750,82883,103438
"06037131010","14000US06037131010","Census Tract 1310.10","Census Tract 1310.10, Los Angeles County, California","ca","140","00","ACSSF","0004118",,,,,"06","037",,,,"131010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55323,52250,,,58625,,51779,120278,52826,55313
"06037131020","14000US06037131020","Census Tract 1310.20","Census Tract 1310.20, Los Angeles County, California","ca","140","00","ACSSF","0004119",,,,,"06","037",,,,"131020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67500,70083,,,60521,,75964,,75286,68750
"06037131100","14000US06037131100","Census Tract 1311","Census Tract 1311, Los Angeles County, California","ca","140","00","ACSSF","0004120",,,,,"06","037",,,,"131100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68553,60185,,,101103,,,,78947,54286
"06037131200","14000US06037131200","Census Tract 1312","Census Tract 1312, Los Angeles County, California","ca","140","00","ACSSF","0004121",,,,,"06","037",,,,"131200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69250,68676,132827,,67125,,57650,,78333,58839
"06037131300","14000US06037131300","Census Tract 1313","Census Tract 1313, Los Angeles County, California","ca","140","00","ACSSF","0004122",,,,,"06","037",,,,"131300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68077,66125,,,67941,,71250,,87786,52019
"06037131400","14000US06037131400","Census Tract 1314","Census Tract 1314, Los Angeles County, California","ca","140","00","ACSSF","0004123",,,,,"06","037",,,,"131400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65255,56948,,,79821,,74423,99107,62865,57679
"06037131600","14000US06037131600","Census Tract 1316","Census Tract 1316, Los Angeles County, California","ca","140","00","ACSSF","0004124",,,,,"06","037",,,,"131600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68214,55938,,,69643,,109205,,72663,53676
"06037131701","14000US06037131701","Census Tract 1317.01","Census Tract 1317.01, Los Angeles County, California","ca","140","00","ACSSF","0004125",,,,,"06","037",,,,"131701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53561,51292,116250,,68816,,78073,35417,48750,52722
"06037131702","14000US06037131702","Census Tract 1317.02","Census Tract 1317.02, Los Angeles County, California","ca","140","00","ACSSF","0004126",,,,,"06","037",,,,"131702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67054,71372,113036,,64375,,52788,,60089,63977
"06037131800","14000US06037131800","Census Tract 1318","Census Tract 1318, Los Angeles County, California","ca","140","00","ACSSF","0004127",,,,,"06","037",,,,"131800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61758,56406,80600,,53750,,62500,,55484,63269
"06037131900","14000US06037131900","Census Tract 1319","Census Tract 1319, Los Angeles County, California","ca","140","00","ACSSF","0004128",,,,,"06","037",,,,"131900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75255,77750,,,72034,,57917,,74022,76293
"06037132001","14000US06037132001","Census Tract 1320.01","Census Tract 1320.01, Los Angeles County, California","ca","140","00","ACSSF","0004129",,,,,"06","037",,,,"132001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75000,73125,,,,,,,,80000
"06037132002","14000US06037132002","Census Tract 1320.02","Census Tract 1320.02, Los Angeles County, California","ca","140","00","ACSSF","0004130",,,,,"06","037",,,,"132002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102989,110128,,,80278,,59931,150224,81875,104125
"06037132101","14000US06037132101","Census Tract 1321.01","Census Tract 1321.01, Los Angeles County, California","ca","140","00","ACSSF","0004131",,,,,"06","037",,,,"132101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72908,79808,70040,,126316,,42972,55625,48462,86071
"06037132102","14000US06037132102","Census Tract 1321.02","Census Tract 1321.02, Los Angeles County, California","ca","140","00","ACSSF","0004132",,,,,"06","037",,,,"132102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50664,41220,,,83636,,72411,105774,49836,45461
"06037132300","14000US06037132300","Census Tract 1323","Census Tract 1323, Los Angeles County, California","ca","140","00","ACSSF","0004133",,,,,"06","037",,,,"132300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42708,39604,102188,,33125,,47033,,43924,42802
"06037132501","14000US06037132501","Census Tract 1325.01","Census Tract 1325.01, Los Angeles County, California","ca","140","00","ACSSF","0004134",,,,,"06","037",,,,"132501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53828,61638,,,,,48106,,60776,51250
"06037132502","14000US06037132502","Census Tract 1325.02","Census Tract 1325.02, Los Angeles County, California","ca","140","00","ACSSF","0004135",,,,,"06","037",,,,"132502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59917,60295,,,,,76250,,48355,63350
"06037132700","14000US06037132700","Census Tract 1327","Census Tract 1327, Los Angeles County, California","ca","140","00","ACSSF","0004136",,,,,"06","037",,,,"132700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68553,75208,,,99167,,39414,84821,58147,84722
"06037132900","14000US06037132900","Census Tract 1329","Census Tract 1329, Los Angeles County, California","ca","140","00","ACSSF","0004137",,,,,"06","037",,,,"132900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80202,81815,,,,,,,63281,96250
"06037133000","14000US06037133000","Census Tract 1330","Census Tract 1330, Los Angeles County, California","ca","140","00","ACSSF","0004138",,,,,"06","037",,,,"133000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67782,67125,,,130338,,49318,,67656,65958
"06037133100","14000US06037133100","Census Tract 1331","Census Tract 1331, Los Angeles County, California","ca","140","00","ACSSF","0004139",,,,,"06","037",,,,"133100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51417,47361,,,147083,,54250,,49276,48447
"06037134001","14000US06037134001","Census Tract 1340.01","Census Tract 1340.01, Los Angeles County, California","ca","140","00","ACSSF","0004140",,,,,"06","037",,,,"134001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57061,56667,,,85208,,56250,130536,56429,59688
"06037134002","14000US06037134002","Census Tract 1340.02","Census Tract 1340.02, Los Angeles County, California","ca","140","00","ACSSF","0004141",,,,,"06","037",,,,"134002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53594,53203,,,68047,,65893,,61181,49239
"06037134101","14000US06037134101","Census Tract 1341.01","Census Tract 1341.01, Los Angeles County, California","ca","140","00","ACSSF","0004142",,,,,"06","037",,,,"134101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66360,75238,70605,,82143,,44864,,52031,79485
"06037134103","14000US06037134103","Census Tract 1341.03","Census Tract 1341.03, Los Angeles County, California","ca","140","00","ACSSF","0004143",,,,,"06","037",,,,"134103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76250,75600,,,98125,,64886,,82031,74625
"06037134104","14000US06037134104","Census Tract 1341.04","Census Tract 1341.04, Los Angeles County, California","ca","140","00","ACSSF","0004144",,,,,"06","037",,,,"134104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57355,57917,,,81406,,47938,,65987,46810
"06037134201","14000US06037134201","Census Tract 1342.01","Census Tract 1342.01, Los Angeles County, California","ca","140","00","ACSSF","0004145",,,,,"06","037",,,,"134201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90528,93542,102361,,104539,,48405,191367,49397,99861
"06037134302","14000US06037134302","Census Tract 1343.02","Census Tract 1343.02, Los Angeles County, California","ca","140","00","ACSSF","0004146",,,,,"06","037",,,,"134302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95833,96528,,,108488,,,,105811,90278
"06037134303","14000US06037134303","Census Tract 1343.03","Census Tract 1343.03, Los Angeles County, California","ca","140","00","ACSSF","0004147",,,,,"06","037",,,,"134303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88526,88611,171283,,,,88958,,100119,79000
"06037134304","14000US06037134304","Census Tract 1343.04","Census Tract 1343.04, Los Angeles County, California","ca","140","00","ACSSF","0004148",,,,,"06","037",,,,"134304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73152,68839,198424,,76161,,,,86563,68214
"06037134305","14000US06037134305","Census Tract 1343.05","Census Tract 1343.05, Los Angeles County, California","ca","140","00","ACSSF","0004149",,,,,"06","037",,,,"134305",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000,35977,,,,,40917,,39693,19946
"06037134306","14000US06037134306","Census Tract 1343.06","Census Tract 1343.06, Los Angeles County, California","ca","140","00","ACSSF","0004150",,,,,"06","037",,,,"134306",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73516,74219,103125,,85375,,49330,,53107,75313
"06037134421","14000US06037134421","Census Tract 1344.21","Census Tract 1344.21, Los Angeles County, California","ca","140","00","ACSSF","0004151",,,,,"06","037",,,,"134421",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131250,138333,,,126250,,,111250,,144567
"06037134422","14000US06037134422","Census Tract 1344.22","Census Tract 1344.22, Los Angeles County, California","ca","140","00","ACSSF","0004152",,,,,"06","037",,,,"134422",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108929,113942,,,136146,,,86161,83421,112981
"06037134423","14000US06037134423","Census Tract 1344.23","Census Tract 1344.23, Los Angeles County, California","ca","140","00","ACSSF","0004153",,,,,"06","037",,,,"134423",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100427,97400,,,92000,,,,,100427
"06037134424","14000US06037134424","Census Tract 1344.24","Census Tract 1344.24, Los Angeles County, California","ca","140","00","ACSSF","0004154",,,,,"06","037",,,,"134424",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141875,137188,,,188611,,,,250001,137396
"06037134520","14000US06037134520","Census Tract 1345.20","Census Tract 1345.20, Los Angeles County, California","ca","140","00","ACSSF","0004155",,,,,"06","037",,,,"134520",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41894,35948,,,112222,,40833,31029,44274,26815
"06037134521","14000US06037134521","Census Tract 1345.21","Census Tract 1345.21, Los Angeles County, California","ca","140","00","ACSSF","0004156",,,,,"06","037",,,,"134521",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51932,37917,,,,,48603,,49044,
"06037134522","14000US06037134522","Census Tract 1345.22","Census Tract 1345.22, Los Angeles County, California","ca","140","00","ACSSF","0004157",,,,,"06","037",,,,"134522",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37003,36250,,,49167,,38125,,38854,30455
"06037134710","14000US06037134710","Census Tract 1347.10","Census Tract 1347.10, Los Angeles County, California","ca","140","00","ACSSF","0004158",,,,,"06","037",,,,"134710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43708,49141,2499,,53108,,37222,,40837,52647
"06037134720","14000US06037134720","Census Tract 1347.20","Census Tract 1347.20, Los Angeles County, California","ca","140","00","ACSSF","0004159",,,,,"06","037",,,,"134720",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63510,68771,54359,,82652,,61685,64762,76204,59063
"06037134800","14000US06037134800","Census Tract 1348","Census Tract 1348, Los Angeles County, California","ca","140","00","ACSSF","0004160",,,,,"06","037",,,,"134800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80109,87679,,,85000,,58257,123000,65104,82228
"06037134901","14000US06037134901","Census Tract 1349.01","Census Tract 1349.01, Los Angeles County, California","ca","140","00","ACSSF","0004161",,,,,"06","037",,,,"134901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68382,67303,,,,,,,,69510
