Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A00001_001,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,PCT_SE_A03001_002,PCT_SE_A03001_003,PCT_SE_A03001_004,PCT_SE_A03001_005,PCT_SE_A03001_006,PCT_SE_A03001_007,PCT_SE_A03001_008,SE_A04001_001,SE_A04001_002,SE_A04001_003,SE_A04001_004,SE_A04001_005,SE_A04001_006,SE_A04001_007,SE_A04001_008,SE_A04001_009,SE_A04001_010,SE_A04001_011,SE_A04001_012,SE_A04001_013,SE_A04001_014,SE_A04001_015,SE_A04001_016,SE_A04001_017,PCT_SE_A04001_002,PCT_SE_A04001_003,PCT_SE_A04001_004,PCT_SE_A04001_005,PCT_SE_A04001_006,PCT_SE_A04001_007,PCT_SE_A04001_008,PCT_SE_A04001_009,PCT_SE_A04001_010,PCT_SE_A04001_011,PCT_SE_A04001_012,PCT_SE_A04001_013,PCT_SE_A04001_014,PCT_SE_A04001_015,PCT_SE_A04001_016,PCT_SE_A04001_017,SE_A12001_001,SE_A12001_002,SE_A12001_003,SE_A12001_004,SE_A12001_005,SE_A12001_006,SE_A12001_007,SE_A12001_008,PCT_SE_A12001_002,PCT_SE_A12001_003,PCT_SE_A12001_004,PCT_SE_A12001_005,PCT_SE_A12001_006,PCT_SE_A12001_007,PCT_SE_A12001_008,SE_A14006_001,SE_A10060_001,SE_A10060_002,SE_A10060_003,PCT_SE_A10060_002,PCT_SE_A10060_003,SE_A09001_001,SE_A09001_002,SE_A09001_003,SE_A09001_004,SE_A09001_005,SE_A09001_006,SE_A09001_007,SE_A09001_008,SE_A09001_009,SE_A09001_010,PCT_SE_A09001_002,PCT_SE_A09001_003,PCT_SE_A09001_004,PCT_SE_A09001_005,PCT_SE_A09001_006,PCT_SE_A09001_007,PCT_SE_A09001_008,PCT_SE_A09001_009,PCT_SE_A09001_010
"06037530902","14000US06037530902","Census Tract 5309.02","Census Tract 5309.02, Los Angeles County, California","ca","140","00","ACSSF","0005411",,,,,"06","037",,,,"530902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3858,3858,1607,10,61,207,0,1902,71,41.65,0.26,1.58,5.37,0,49.3,1.84,3858,245,59,0,0,186,0,0,0,3613,1548,10,61,21,0,1902,71,6.35,1.53,0,0,4.82,0,0,0,93.65,40.12,0.26,1.58,0.54,0,49.3,1.84,2308,1076,561,452,210,9,0,0,46.62,24.31,19.58,9.1,0.39,0,0,40701,1087,371,716,34.13,65.87,1553,1546,135,238,542,324,218,81,8,7,99.55,8.69,15.33,34.9,20.86,14.04,5.22,0.52,0.45
"06037531000","14000US06037531000","Census Tract 5310","Census Tract 5310, Los Angeles County, California","ca","140","00","ACSSF","0005412",,,,,"06","037",,,,"531000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5132,5132,1719,0,48,0,0,3295,70,33.5,0,0.94,0,0,64.2,1.36,5132,65,49,0,0,0,0,8,8,5067,1670,0,48,0,0,3287,62,1.27,0.95,0,0,0,0,0.16,0.16,98.73,32.54,0,0.94,0,0,64.05,1.21,3028,1603,675,623,69,58,0,0,52.94,22.29,20.57,2.28,1.92,0,0,43586,1327,506,821,38.13,61.87,2066,1972,66,387,732,435,293,51,8,94,95.45,3.19,18.73,35.43,21.06,14.18,2.47,0.39,4.55
"06037531101","14000US06037531101","Census Tract 5311.01","Census Tract 5311.01, Los Angeles County, California","ca","140","00","ACSSF","0005413",,,,,"06","037",,,,"531101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4973,4973,1799,2,12,1,0,3129,30,36.18,0.04,0.24,0.02,0,62.92,0.6,4973,65,27,2,12,1,0,11,12,4908,1772,0,0,0,0,3118,18,1.31,0.54,0.04,0.24,0.02,0,0.22,0.24,98.69,35.63,0,0,0,0,62.7,0.36,2984,1611,538,510,295,23,0,7,53.99,18.03,17.09,9.89,0.77,0,0.23,43500,1234,369,865,29.9,70.1,1921,1858,54,431,683,249,265,110,66,63,96.72,2.81,22.44,35.55,12.96,13.79,5.73,3.44,3.28
"06037531102","14000US06037531102","Census Tract 5311.02","Census Tract 5311.02, Los Angeles County, California","ca","140","00","ACSSF","0005414",,,,,"06","037",,,,"531102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3524,3524,1000,38,6,0,4,2467,9,28.38,1.08,0.17,0,0.11,70.01,0.26,3524,71,61,0,6,0,4,0,0,3453,939,38,0,0,0,2467,9,2.01,1.73,0,0.17,0,0.11,0,0,97.99,26.65,1.08,0,0,0,70.01,0.26,2110,1000,384,521,148,48,9,0,47.39,18.2,24.69,7.01,2.27,0.43,0,34196,901,208,693,23.09,76.91,1327,1283,28,313,477,202,203,53,7,44,96.68,2.11,23.59,35.95,15.22,15.3,3.99,0.53,3.32
"06037531201","14000US06037531201","Census Tract 5312.01","Census Tract 5312.01, Los Angeles County, California","ca","140","00","ACSSF","0005415",,,,,"06","037",,,,"531201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5343,5343,2005,95,10,0,0,3151,82,37.53,1.78,0.19,0,0,58.97,1.53,5343,146,51,95,0,0,0,0,0,5197,1954,0,10,0,0,3151,82,2.73,0.95,1.78,0,0,0,0,0,97.27,36.57,0,0.19,0,0,58.97,1.53,3126,1783,584,536,135,88,0,0,57.04,18.68,17.15,4.32,2.82,0,0,43281,1258,392,866,31.16,68.84,2293,2268,130,373,869,594,168,117,17,25,98.91,5.67,16.27,37.9,25.9,7.33,5.1,0.74,1.09
"06037531202","14000US06037531202","Census Tract 5312.02","Census Tract 5312.02, Los Angeles County, California","ca","140","00","ACSSF","0005416",,,,,"06","037",,,,"531202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4401,4401,1708,46,0,14,0,2542,91,38.81,1.05,0,0.32,0,57.76,2.07,4401,50,36,0,0,14,0,0,0,4351,1672,46,0,0,0,2542,91,1.14,0.82,0,0,0.32,0,0,0,98.86,37.99,1.05,0,0,0,57.76,2.07,2703,1695,525,321,83,79,0,0,62.71,19.42,11.88,3.07,2.92,0,0,47352,1127,310,817,27.51,72.49,2052,2033,117,374,583,472,291,149,47,19,99.07,5.7,18.23,28.41,23,14.18,7.26,2.29,0.93
"06037531301","14000US06037531301","Census Tract 5313.01","Census Tract 5313.01, Los Angeles County, California","ca","140","00","ACSSF","0005417",,,,,"06","037",,,,"531301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4972,4972,2541,8,54,39,0,2288,42,51.11,0.16,1.09,0.78,0,46.02,0.84,4972,117,67,8,0,39,0,0,3,4855,2474,0,54,0,0,2288,39,2.35,1.35,0.16,0,0.78,0,0,0.06,97.65,49.76,0,1.09,0,0,46.02,0.78,2842,1488,718,523,69,35,9,0,52.36,25.26,18.4,2.43,1.23,0.32,0,33119,1245,259,986,20.8,79.2,1660,1619,70,341,590,404,130,67,17,41,97.53,4.22,20.54,35.54,24.34,7.83,4.04,1.02,2.47
"06037531302","14000US06037531302","Census Tract 5313.02","Census Tract 5313.02, Los Angeles County, California","ca","140","00","ACSSF","0005418",,,,,"06","037",,,,"531302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6142,6142,3586,0,0,0,0,2458,98,58.38,0,0,0,0,40.02,1.6,6142,80,80,0,0,0,0,0,0,6062,3506,0,0,0,0,2458,98,1.3,1.3,0,0,0,0,0,0,98.7,57.08,0,0,0,0,40.02,1.6,3646,1868,898,707,142,25,6,0,51.23,24.63,19.39,3.89,0.69,0.16,0,40650,1507,452,1055,29.99,70.01,2665,2614,71,538,924,691,193,126,71,51,98.09,2.66,20.19,34.67,25.93,7.24,4.73,2.66,1.91
"06037531502","14000US06037531502","Census Tract 5315.02","Census Tract 5315.02, Los Angeles County, California","ca","140","00","ACSSF","0005419",,,,,"06","037",,,,"531502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3339,3339,1548,0,0,17,0,1748,26,46.36,0,0,0.51,0,52.35,0.78,3339,28,11,0,0,17,0,0,0,3311,1537,0,0,0,0,1748,26,0.84,0.33,0,0,0.51,0,0,0,99.16,46.03,0,0,0,0,52.35,0.78,1998,1194,399,346,54,5,0,0,59.76,19.97,17.32,2.7,0.25,0,0,42973,778,189,589,24.29,75.71,1392,1387,109,246,394,365,95,132,46,5,99.64,7.83,17.67,28.3,26.22,6.82,9.48,3.3,0.36
"06037531503","14000US06037531503","Census Tract 5315.03","Census Tract 5315.03, Los Angeles County, California","ca","140","00","ACSSF","0005420",,,,,"06","037",,,,"531503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2802,2802,1151,0,0,0,0,1635,16,41.08,0,0,0,0,58.35,0.57,2802,18,18,0,0,0,0,0,0,2784,1133,0,0,0,0,1635,16,0.64,0.64,0,0,0,0,0,0,99.36,40.44,0,0,0,0,58.35,0.57,1611,757,433,354,50,17,0,0,46.99,26.88,21.97,3.1,1.06,0,0,41577,771,136,635,17.64,82.36,1220,1220,110,339,363,251,82,63,12,0,100,9.02,27.79,29.75,20.57,6.72,5.16,0.98,0
"06037531504","14000US06037531504","Census Tract 5315.04","Census Tract 5315.04, Los Angeles County, California","ca","140","00","ACSSF","0005421",,,,,"06","037",,,,"531504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4280,4280,2056,0,32,0,0,2192,0,48.04,0,0.75,0,0,51.21,0,4280,28,28,0,0,0,0,0,0,4252,2028,0,32,0,0,2192,0,0.65,0.65,0,0,0,0,0,0,99.35,47.38,0,0.75,0,0,51.21,0,2694,1279,704,592,108,11,0,0,47.48,26.13,21.97,4.01,0.41,0,0,43482,1082,326,756,30.13,69.87,1824,1800,231,269,325,547,208,145,75,24,98.68,12.66,14.75,17.82,29.99,11.4,7.95,4.11,1.32
"06037531602","14000US06037531602","Census Tract 5316.02","Census Tract 5316.02, Los Angeles County, California","ca","140","00","ACSSF","0005422",,,,,"06","037",,,,"531602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4613,4613,2560,15,62,0,7,1962,7,55.5,0.33,1.34,0,0.15,42.53,0.15,4613,128,52,7,62,0,7,0,0,4485,2508,8,0,0,0,1962,7,2.77,1.13,0.15,1.34,0,0.15,0,0,97.23,54.37,0.17,0,0,0,42.53,0.15,2771,1311,828,496,128,0,8,0,47.31,29.88,17.9,4.62,0,0.29,0,31587,1196,285,911,23.83,76.17,1956,1918,127,320,536,403,332,105,95,38,98.06,6.49,16.36,27.4,20.6,16.97,5.37,4.86,1.94
"06037531603","14000US06037531603","Census Tract 5316.03","Census Tract 5316.03, Los Angeles County, California","ca","140","00","ACSSF","0005423",,,,,"06","037",,,,"531603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3247,3247,1158,14,45,40,0,1892,98,35.66,0.43,1.39,1.23,0,58.27,3.02,3247,184,18,0,0,40,0,82,44,3063,1140,14,45,0,0,1810,54,5.67,0.55,0,0,1.23,0,2.53,1.36,94.33,35.11,0.43,1.39,0,0,55.74,1.66,1906,895,444,362,167,29,9,0,46.96,23.29,18.99,8.76,1.52,0.47,0,42781,869,289,580,33.26,66.74,1342,1327,60,169,433,329,216,89,31,15,98.88,4.47,12.59,32.27,24.52,16.1,6.63,2.31,1.12
"06037531604","14000US06037531604","Census Tract 5316.04","Census Tract 5316.04, Los Angeles County, California","ca","140","00","ACSSF","0005424",,,,,"06","037",,,,"531604",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3758,3758,1712,0,57,0,0,1979,10,45.56,0,1.52,0,0,52.66,0.27,3758,62,62,0,0,0,0,0,0,3696,1650,0,57,0,0,1979,10,1.65,1.65,0,0,0,0,0,0,98.35,43.91,0,1.52,0,0,52.66,0.27,2164,1128,435,423,157,21,0,0,52.13,20.1,19.55,7.26,0.97,0,0,40547,924,282,642,30.52,69.48,1533,1494,94,303,407,342,179,145,24,39,97.46,6.13,19.77,26.55,22.31,11.68,9.46,1.57,2.54
"06037531701","14000US06037531701","Census Tract 5317.01","Census Tract 5317.01, Los Angeles County, California","ca","140","00","ACSSF","0005425",,,,,"06","037",,,,"531701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5421,5421,2854,33,57,20,0,2192,265,52.65,0.61,1.05,0.37,0,40.44,4.89,5421,268,222,33,13,0,0,0,0,5153,2632,0,44,20,0,2192,265,4.94,4.1,0.61,0.24,0,0,0,0,95.06,48.55,0,0.81,0.37,0,40.44,4.89,3311,1448,940,751,100,61,11,0,43.73,28.39,22.68,3.02,1.84,0.33,0,42888,1385,438,947,31.62,68.38,2144,2137,76,410,552,490,440,43,126,7,99.67,3.54,19.12,25.75,22.85,20.52,2.01,5.88,0.33
"06037531702","14000US06037531702","Census Tract 5317.02","Census Tract 5317.02, Los Angeles County, California","ca","140","00","ACSSF","0005426",,,,,"06","037",,,,"531702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4725,4725,2496,0,0,52,0,2110,67,52.83,0,0,1.1,0,44.66,1.42,4725,197,78,0,0,52,0,0,67,4528,2418,0,0,0,0,2110,0,4.17,1.65,0,0,1.1,0,0,1.42,95.83,51.17,0,0,0,0,44.66,0,2939,1320,895,545,152,0,27,0,44.91,30.45,18.54,5.17,0,0.92,0,45804,1311,368,943,28.07,71.93,1980,1945,125,421,610,371,295,123,0,35,98.23,6.31,21.26,30.81,18.74,14.9,6.21,0,1.77
"06037531800","14000US06037531800","Census Tract 5318","Census Tract 5318, Los Angeles County, California","ca","140","00","ACSSF","0005427",,,,,"06","037",,,,"531800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5137,5137,2640,0,101,0,0,2330,66,51.39,0,1.97,0,0,45.36,1.28,5137,176,115,0,61,0,0,0,0,4961,2525,0,40,0,0,2330,66,3.43,2.24,0,1.19,0,0,0,0,96.57,49.15,0,0.78,0,0,45.36,1.28,3311,2047,665,492,86,0,21,0,61.82,20.08,14.86,2.6,0,0.63,0,44911,1234,417,817,33.79,66.21,2300,2283,30,505,604,516,294,265,69,17,99.26,1.3,21.96,26.26,22.43,12.78,11.52,3,0.74
"06037531901","14000US06037531901","Census Tract 5319.01","Census Tract 5319.01, Los Angeles County, California","ca","140","00","ACSSF","0005428",,,,,"06","037",,,,"531901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6160,6160,3717,62,9,68,0,2255,49,60.34,1.01,0.15,1.1,0,36.61,0.8,6160,203,73,62,0,68,0,0,0,5957,3644,0,9,0,0,2255,49,3.3,1.19,1.01,0,1.1,0,0,0,96.7,59.16,0,0.15,0,0,36.61,0.8,3884,1762,1020,843,227,24,8,0,45.37,26.26,21.7,5.84,0.62,0.21,0,42012,1643,529,1114,32.2,67.8,2706,2633,155,555,384,739,452,305,43,73,97.3,5.73,20.51,14.19,27.31,16.7,11.27,1.59,2.7
"06037531902","14000US06037531902","Census Tract 5319.02","Census Tract 5319.02, Los Angeles County, California","ca","140","00","ACSSF","0005429",,,,,"06","037",,,,"531902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4571,4571,3630,24,0,0,0,858,59,79.41,0.53,0,0,0,18.77,1.29,4571,228,228,0,0,0,0,0,0,4343,3402,24,0,0,0,858,59,4.99,4.99,0,0,0,0,0,0,95.01,74.43,0.53,0,0,0,18.77,1.29,2995,1155,1018,450,227,145,0,0,38.56,33.99,15.03,7.58,4.84,0,0,60000,1138,557,581,48.95,51.05,2086,2076,134,378,328,633,340,230,33,10,99.52,6.42,18.12,15.72,30.35,16.3,11.03,1.58,0.48
"06037532001","14000US06037532001","Census Tract 5320.01","Census Tract 5320.01, Los Angeles County, California","ca","140","00","ACSSF","0005430",,,,,"06","037",,,,"532001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2822,2822,1939,38,0,70,0,775,0,68.71,1.35,0,2.48,0,27.46,0,2822,184,126,38,0,20,0,0,0,2638,1813,0,0,50,0,775,0,6.52,4.46,1.35,0,0.71,0,0,0,93.48,64.25,0,0,1.77,0,27.46,0,1893,836,607,329,100,21,0,0,44.16,32.07,17.38,5.28,1.11,0,0,32165,1033,288,745,27.88,72.12,1133,1084,104,249,255,131,273,46,26,49,95.68,9.18,21.98,22.51,11.56,24.1,4.06,2.29,4.32
"06037532002","14000US06037532002","Census Tract 5320.02","Census Tract 5320.02, Los Angeles County, California","ca","140","00","ACSSF","0005431",,,,,"06","037",,,,"532002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3438,3438,1916,6,88,253,0,1108,67,55.73,0.17,2.56,7.36,0,32.23,1.95,3438,340,87,0,0,253,0,0,0,3098,1829,6,88,0,0,1108,67,9.89,2.53,0,0,7.36,0,0,0,90.11,53.2,0.17,2.56,0,0,32.23,1.95,2067,757,584,500,192,20,9,5,36.62,28.25,24.19,9.29,0.97,0.44,0.24,41833,964,367,597,38.07,61.93,1560,1494,120,368,343,318,206,101,38,66,95.77,7.69,23.59,21.99,20.38,13.21,6.47,2.44,4.23
"06037532101","14000US06037532101","Census Tract 5321.01","Census Tract 5321.01, Los Angeles County, California","ca","140","00","ACSSF","0005432",,,,,"06","037",,,,"532101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6520,6520,3693,105,147,154,0,2338,83,56.64,1.61,2.25,2.36,0,35.86,1.27,6520,390,124,0,112,154,0,0,0,6130,3569,105,35,0,0,2338,83,5.98,1.9,0,1.72,2.36,0,0,0,94.02,54.74,1.61,0.54,0,0,35.86,1.27,3895,1290,1424,801,291,89,0,0,33.12,36.56,20.56,7.47,2.28,0,0,41547,1779,470,1309,26.42,73.58,2885,2831,81,625,526,716,536,269,78,54,98.13,2.81,21.66,18.23,24.82,18.58,9.32,2.7,1.87
"06037532102","14000US06037532102","Census Tract 5321.02","Census Tract 5321.02, Los Angeles County, California","ca","140","00","ACSSF","0005433",,,,,"06","037",,,,"532102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4007,4007,2255,30,25,265,29,1348,55,56.28,0.75,0.62,6.61,0.72,33.64,1.37,4007,509,186,29,0,265,29,0,0,3498,2069,1,25,0,0,1348,55,12.7,4.64,0.72,0,6.61,0.72,0,0,87.3,51.63,0.02,0.62,0,0,33.64,1.37,2586,648,972,585,291,65,25,0,25.06,37.59,22.62,11.25,2.51,0.97,0,62917,1053,660,393,62.68,37.32,1803,1753,110,452,230,363,262,181,155,50,97.23,6.1,25.07,12.76,20.13,14.53,10.04,8.6,2.77
"06037532200","14000US06037532200","Census Tract 5322","Census Tract 5322, Los Angeles County, California","ca","140","00","ACSSF","0005434",,,,,"06","037",,,,"532200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6936,6936,4669,168,0,333,0,1696,70,67.32,2.42,0,4.8,0,24.45,1.01,6936,597,135,119,0,333,0,0,10,6339,4534,49,0,0,0,1696,60,8.61,1.95,1.72,0,4.8,0,0,0.14,91.39,65.37,0.71,0,0,0,24.45,0.87,4359,1487,1564,994,214,70,8,22,34.11,35.88,22.8,4.91,1.61,0.18,0.5,50890,1780,555,1225,31.18,68.82,3144,3052,140,459,709,768,386,323,267,92,97.07,4.45,14.6,22.55,24.43,12.28,10.27,8.49,2.93
"06037532302","14000US06037532302","Census Tract 5323.02","Census Tract 5323.02, Los Angeles County, California","ca","140","00","ACSSF","0005435",,,,,"06","037",,,,"532302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4819,4819,3421,31,106,10,0,1142,109,70.99,0.64,2.2,0.21,0,23.7,2.26,4819,86,33,31,0,10,0,0,12,4733,3388,0,106,0,0,1142,97,1.78,0.68,0.64,0,0.21,0,0,0.25,98.22,70.31,0,2.2,0,0,23.7,2.01,3016,1439,619,732,166,32,0,28,47.71,20.52,24.27,5.5,1.06,0,0.93,48409,1146,563,583,49.13,50.87,1945,1888,197,450,339,365,369,93,75,57,97.07,10.13,23.14,17.43,18.77,18.97,4.78,3.86,2.93
"06037532303","14000US06037532303","Census Tract 5323.03","Census Tract 5323.03, Los Angeles County, California","ca","140","00","ACSSF","0005436",,,,,"06","037",,,,"532303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4515,4515,3301,33,0,53,15,1064,49,73.11,0.73,0,1.17,0.33,23.57,1.09,4515,243,105,33,0,53,15,14,23,4272,3196,0,0,0,0,1050,26,5.38,2.33,0.73,0,1.17,0.33,0.31,0.51,94.62,70.79,0,0,0,0,23.26,0.58,3193,1224,778,714,413,55,0,9,38.33,24.37,22.36,12.93,1.72,0,0.28,52927,1336,703,633,52.62,47.38,1962,1912,205,502,400,470,228,76,31,50,97.45,10.45,25.59,20.39,23.96,11.62,3.87,1.58,2.55
"06037532304","14000US06037532304","Census Tract 5323.04","Census Tract 5323.04, Los Angeles County, California","ca","140","00","ACSSF","0005437",,,,,"06","037",,,,"532304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4176,4176,2772,386,129,14,0,789,86,66.38,9.24,3.09,0.34,0,18.89,2.06,4176,673,129,370,129,14,0,0,31,3503,2643,16,0,0,0,789,55,16.12,3.09,8.86,3.09,0.34,0,0,0.74,83.88,63.29,0.38,0,0,0,18.89,1.32,2865,1034,687,801,196,133,7,7,36.09,23.98,27.96,6.84,4.64,0.24,0.24,42724,1081,392,689,36.26,63.74,1648,1590,43,342,476,399,216,100,14,58,96.48,2.61,20.75,28.88,24.21,13.11,6.07,0.85,3.52
"06037532400","14000US06037532400","Census Tract 5324","Census Tract 5324, Los Angeles County, California","ca","140","00","ACSSF","0005438",,,,,"06","037",,,,"532400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,52,18,2,0,4,0,28,0,34.62,3.85,0,7.69,0,53.85,0,52,11,5,2,0,4,0,0,0,41,13,0,0,0,0,28,0,21.15,9.62,3.85,0,7.69,0,0,0,78.85,25,0,0,0,0,53.85,0,41,3,7,19,11,0,1,0,7.32,17.07,46.34,26.83,0,2.44,0,55000,24,7,17,29.17,70.83,25,25,3,7,1,9,2,3,0,0,100,12,28,4,36,8,12,0,0
"06037532500","14000US06037532500","Census Tract 5325","Census Tract 5325, Los Angeles County, California","ca","140","00","ACSSF","0005439",,,,,"06","037",,,,"532500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4367,4367,2750,137,0,95,118,1220,47,62.97,3.14,0,2.18,2.7,27.94,1.08,4367,388,38,137,0,95,118,0,0,3979,2712,0,0,0,0,1220,47,8.88,0.87,3.14,0,2.18,2.7,0,0,91.12,62.1,0,0,0,0,27.94,1.08,2658,1267,708,510,118,47,8,0,47.67,26.64,19.19,4.44,1.77,0.3,0,48482,1139,366,773,32.13,67.87,2123,2069,222,606,328,489,326,98,0,54,97.46,10.46,28.54,15.45,23.03,15.36,4.62,0,2.54
"06037532603","14000US06037532603","Census Tract 5326.03","Census Tract 5326.03, Los Angeles County, California","ca","140","00","ACSSF","0005440",,,,,"06","037",,,,"532603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3137,3137,2328,53,0,0,0,756,0,74.21,1.69,0,0,0,24.1,0,3137,78,35,43,0,0,0,0,0,3059,2293,10,0,0,0,756,0,2.49,1.12,1.37,0,0,0,0,0,97.51,73.1,0.32,0,0,0,24.1,0,1781,942,430,289,105,15,0,0,52.89,24.14,16.23,5.9,0.84,0,0,43634,737,193,544,26.19,73.81,1400,1387,65,288,299,360,264,79,32,13,99.07,4.64,20.57,21.36,25.71,18.86,5.64,2.29,0.93
"06037532604","14000US06037532604","Census Tract 5326.04","Census Tract 5326.04, Los Angeles County, California","ca","140","00","ACSSF","0005441",,,,,"06","037",,,,"532604",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2861,2861,1736,50,0,11,0,1025,39,60.68,1.75,0,0.38,0,35.83,1.36,2861,64,30,18,0,11,0,0,5,2797,1706,32,0,0,0,1025,34,2.24,1.05,0.63,0,0.38,0,0,0.17,97.76,59.63,1.12,0,0,0,35.83,1.19,1641,877,381,252,116,15,0,0,53.44,23.22,15.36,7.07,0.91,0,0,45568,683,154,529,22.55,77.45,1207,1188,60,231,239,295,209,86,68,19,98.43,4.97,19.14,19.8,24.44,17.32,7.13,5.63,1.57
"06037532605","14000US06037532605","Census Tract 5326.05","Census Tract 5326.05, Los Angeles County, California","ca","140","00","ACSSF","0005442",,,,,"06","037",,,,"532605",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3122,3122,1969,103,9,59,16,958,8,63.07,3.3,0.29,1.89,0.51,30.69,0.26,3122,258,71,103,9,59,16,0,0,2864,1898,0,0,0,0,958,8,8.26,2.27,3.3,0.29,1.89,0.51,0,0,91.74,60.79,0,0,0,0,30.69,0.26,2022,919,616,412,52,23,0,0,45.45,30.46,20.38,2.57,1.14,0,0,23574,1071,171,900,15.97,84.03,983,968,58,124,257,269,136,117,7,15,98.47,5.9,12.61,26.14,27.37,13.84,11.9,0.71,1.53
"06037532606","14000US06037532606","Census Tract 5326.06","Census Tract 5326.06, Los Angeles County, California","ca","140","00","ACSSF","0005443",,,,,"06","037",,,,"532606",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4386,4386,2943,39,0,8,33,1353,10,67.1,0.89,0,0.18,0.75,30.85,0.23,4386,149,102,39,0,8,0,0,0,4237,2841,0,0,0,33,1353,10,3.4,2.33,0.89,0,0.18,0,0,0,96.6,64.77,0,0,0,0.75,30.85,0.23,2823,1883,552,310,74,4,0,0,66.7,19.55,10.98,2.62,0.14,0,0,33090,1250,217,1033,17.36,82.64,1996,1925,199,373,334,291,289,380,59,71,96.44,9.97,18.69,16.73,14.58,14.48,19.04,2.96,3.56
"06037532700","14000US06037532700","Census Tract 5327","Census Tract 5327, Los Angeles County, California","ca","140","00","ACSSF","0005444",,,,,"06","037",,,,"532700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3408,3408,1556,152,20,15,0,1586,79,45.66,4.46,0.59,0.44,0,46.54,2.32,3408,229,62,152,0,15,0,0,0,3179,1494,0,20,0,0,1586,79,6.72,1.82,4.46,0,0.44,0,0,0,93.28,43.84,0,0.59,0,0,46.54,2.32,1973,1129,552,287,5,0,0,0,57.22,27.98,14.55,0.25,0,0,0,43583,710,173,537,24.37,75.63,1404,1360,36,228,306,411,222,90,67,44,96.87,2.56,16.24,21.79,29.27,15.81,6.41,4.77,3.13
